Distance ,Temperature,Red,Green,Blue,Intensity,Lightsetting,Light,Type,Volume
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,28,23,25.6338,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,28,23,25.6338,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,23,25.0468,Dark,1,Water,250
8,26.31,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,1,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,1,Water,250
8,26.38,22,27,23,25.0468,Dark,1,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,1,Water,250
8,26.38,22,27,23,25.0468,Dark,1,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,23,25.0468,Dark,2,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,22,24.9328,Dark,0,Water,250
8,26.38,22,27,23,25.0468,Dark,0,Water,250
8,26.31,22,27,22,24.9328,Dark,0,Water,250
8,26.31,22,27,22,24.9328,Dark,0,Water,250
8,26.31,21,26,22,24.0469,Dark,0,Water,250
8,26.38,22,27,22,24.9328,Dark,1,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.38,21,26,22,24.0469,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.38,21,25,21,23.3459,Dark,0,Water,250
8,26.38,21,25,21,23.3459,Dark,0,Water,250
8,26.38,21,26,21,23.9329,Dark,0,Water,250
8,26.38,21,25,21,23.3459,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.38,21,25,21,23.3459,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,21,25,21,23.3459,Dark,0,Water,250
8,26.31,21,26,21,23.9329,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.31,21,25,21,23.3459,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,0,Water,250
8,26.38,20,25,21,23.047,Dark,1,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,25,21,23.047,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,20,24,20,22.346,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,20,24,20,22.346,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,23,20,21.4601,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.38,19,23,20,21.4601,Dark,0,Water,250
8,26.38,19,24,20,22.0471,Dark,0,Water,250
8,26.38,19,23,19,21.3461,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,23,20,21.4601,Dark,0,Water,250
8,26.31,19,24,20,22.0471,Dark,0,Water,250
8,26.31,19,23,19,21.3461,Dark,0,Water,250
